Gait_Cycle(%),Elbow_Reference_Mean,Elbow_Reference_Std,Elbow_Patient_Mean,Elbow_Patient_Std,Hip_Reference_Mean,Hip_Reference_Std,Hip_Patient_Mean,Hip_Patient_Std,Knee_Reference_Mean,Knee_Reference_Std,Knee_Patient_Mean,Knee_Patient_Std
0.0,60.52818266865159,2.0321225110718384,30.06084165119259,1.013384379613266,31.216747379161337,2.526768759226532,30.44978267195797,1.5214150073812256,1.7142857142857142,3.026768759226532,18.857142857142854,2.013384379613266
1.0,61.47293211469589,2.096240760339694,30.352575653317373,1.040100316808206,33.08899936322943,2.580200633616412,31.549155228356593,1.5641605068931297,2.8571428571428568,3.0802006336164123,19.428571428571427,2.0401003168082057
2.0,62.416867231065254,2.15997919129471,30.576403296863695,1.066657996372796,34.99020067358173,2.633315992745592,32.639328715822074,1.6066527941964734,4.285714285714285,3.1333159927455916,20.14285714285714,2.066657996372796
3.0,63.28568604050954,2.2230862574692267,30.875637952163622,1.0929526072788445,36.80505356603958,2.685905214557689,33.71905214077496,1.648724171646151,5.999999999999999,3.1859052145576885,20.999999999999996,2.0929526072788445
4.0,64.44069385872815,2.2960769931660963,31.10061540965853,1.1233654138192068,38.8503834233917,2.7467308276384137,34.92183665400942,1.6973846621107307,7.999999999999999,3.2467308276384133,22.0,2.123365413819207
5.0,65.48805447422893,2.3678992482356507,31.366998691564334,1.1532913534315212,40.74706603732771,2.8065827068630425,36.05639257276,1.7452661654904338,10.0,3.3065827068630425,23.0,2.1532913534315212
6.0,66.3706511384923,2.438269573049598,31.61969671944653,1.182612322103999,42.566181990869694,2.8652246442079985,37.164095047383434,1.7921797153663985,11.999999999999998,3.365224644207998,24.0,2.1826123221039992
7.0,67.21692647931276,2.506910248085041,31.912490135803687,1.211212603368767,44.38972064644403,2.9224252067375343,38.17502062021362,1.837940165390027,14.0,3.422425206737534,25.0,2.211212603368767
8.0,68.00392552584506,2.573550379956555,32.134644056252995,1.238979324981898,46.055981310747086,2.977958649963796,39.15847722146135,1.882366919971037,15.714285714285715,3.4779586499637962,25.857142857142854,2.238979324981898
9.0,68.74122860724404,2.6379269705086252,32.37935989417742,1.2658029043785939,47.63486513077176,3.0316058087571878,40.04858133113319,1.9252846470057503,17.142857142857142,3.5316058087571873,26.57142857142857,2.2658029043785937
10.0,69.43010875246163,2.699785954749208,32.618253074900856,1.2915774811455032,49.086060232550494,3.083154962291007,40.758511123894316,1.9665239698328054,18.285714285714285,3.5831549622910064,27.142857142857142,2.291577481145503
11.0,69.93793065243153,2.7588832035281876,32.87122609854281,1.3162013348034116,50.3308341354701,3.1324026696068232,41.47344166306705,2.005922135685459,19.142857142857142,3.6324026696068232,27.57142857142857,2.316201334803411
12.0,70.47569750914357,2.8149854870035993,33.029906740727704,1.3395772862514996,51.53061485439623,3.1791545725029993,42.1205771949133,2.0433236580023997,19.714285714285715,3.6791545725029993,27.857142857142858,2.3395772862514996
13.0,70.9838395139927,2.8678713950932595,33.26705293289562,1.361613081288858,52.45975132027709,3.223226162577716,42.58048874881311,2.078580930062173,20.0,3.723226162577716,28.0,2.361613081288858
14.0,71.35879900246456,2.917332211279212,33.34356779757586,1.3822217546996716,53.08907355986222,3.2644435093993436,42.94915537429374,2.1115548075194748,20.0,3.7644435093993436,28.0,2.3822217546996716
15.0,71.63659981116459,2.963172736316469,33.42514449298195,1.4013219734651954,53.60852552844702,3.3026439469303908,43.302156865230714,2.1421151575443127,20.0,3.8026439469303903,28.0,2.401321973465196
16.0,71.83850192315323,3.0052120585952506,33.43052651448209,1.4188383577480213,53.97589034140209,3.3376767154960425,43.52131240752592,2.170141372396834,20.0,3.8376767154960425,28.0,2.4188383577480215
17.0,71.94913050288986,3.0432842681164636,33.488819386341454,1.43470177838186,54.055913380550265,3.3694035567637197,43.75988921365399,2.195522845410976,20.0,3.8694035567637197,28.0,2.43470177838186
18.0,71.98327690696598,3.0772391112626654,33.458227923381244,1.4488496296927773,53.962942417154636,3.397699259385554,43.74793152840041,2.218159407508444,20.0,3.897699259385554,28.0,2.448849629692777
19.0,71.83694830584187,3.106942583780449,33.46658088304164,1.4612260765751872,53.69394520621592,3.4224521531503744,43.75783894105546,2.2379617225202995,20.0,3.922452153150375,28.0,2.4612260765751874
20.0,71.68797392814997,3.132277459634014,33.34567847641169,1.4717822748475058,53.33273426843256,3.443564549695012,43.628155121525175,2.2548516397560094,20.0,3.9435645496950116,28.0,2.4717822748475062
21.0,71.41421047841015,3.15314375364277,33.340024982254576,1.4804765640178208,52.88827953388614,3.4609531280356416,43.477845285076626,2.268762502428513,20.0,3.960953128035642,28.0,2.480476564017821
22.0,71.10838748063331,3.169459116077167,33.35088106461598,1.4872746316988197,52.15910203213528,3.474549263397639,43.138974601316065,2.2796394107181115,20.0,3.9745492633976394,28.0,2.4872746316988192
23.0,70.73017366156762,3.181159157655456,33.36781906513665,1.4921496490231068,51.41826139034812,3.484299298046213,42.82731815489013,2.2874394384369707,20.0,3.984299298046214,28.0,2.4921496490231068
