Gait_Cycle(%),Elbow_Reference_Mean,Elbow_Reference_Std,Elbow_Patient_Mean,Elbow_Patient_Std,Hip_Reference_Mean,Hip_Reference_Std,Hip_Patient_Mean,Hip_Patient_Std,Knee_Reference_Mean,Knee_Reference_Std,Knee_Patient_Mean,Knee_Patient_Std
0.0,60.52662931775989,2.0321225110718384,30.10141766746098,1.013384379613266,30.916847627479164,2.526768759226532,30.601774138594045,1.5214150073812256,36.150188702879696,3.0321225110718384,35.71892616889015,2.0214150073812256
1.0,61.447756153366875,2.096240760339694,30.377673432261922,1.040100316808206,32.822934771824094,2.580200633616412,31.607115802769187,1.5641605068931297,38.65123977373169,3.096240760339694,36.96309599689679,2.0641605068931295
2.0,62.40703627382927,2.15997919129471,30.628575119871776,1.066657996372796,34.76065401234267,2.633315992745592,32.65512479557982,1.6066527941964734,41.06329103558195,3.15997919129471,38.234356717815764,2.1066527941964734
3.0,63.242402233911,2.2230862574692267,30.86414150963504,1.0929526072788445,36.692019889492855,2.685905214557689,33.69070910899049,1.648724171646151,43.30177830772908,3.2230862574692263,39.508023705014665,2.148724171646151
4.0,64.36517762970108,2.2960769931660963,31.17553262125532,1.1233654138192068,38.80522376737359,2.7467308276384137,34.8002159617546,1.6973846621107307,45.88689001280469,3.2960769931660963,40.97891559314591,2.1973846621107307
5.0,65.29047741520277,2.3678992482356507,31.45104315398374,1.1532913534315212,40.79101165845858,2.8065827068630425,35.953160890403566,1.7452661654904338,48.530937218459215,3.367899248235651,42.40233727979273,2.245266165490434
6.0,66.21235209110357,2.438269573049598,31.75940182088477,1.182612322103999,42.77145132170158,2.8652246442079985,37.03347170699419,1.7921797153663985,50.88197961354253,3.438269573049598,43.71127967002563,2.2921797153663985
7.0,67.08330315141265,2.506910248085041,31.96428373747502,1.211212603368767,44.57986314308856,2.9224252067375343,38.01558652641833,1.837940165390027,53.17218993956448,3.506910248085041,44.96116110332594,2.3379401653900267
8.0,67.93957794741917,2.573550379956555,32.23065117164102,1.238979324981898,46.25572594213314,2.977958649963796,38.96867249795017,1.882366919971037,55.220646117785066,3.5735503799565556,46.28345446286765,2.382366919971037
9.0,68.7503305607429,2.6379269705086252,32.437827287766524,1.2658029043785939,47.77878716414802,3.0316058087571878,39.85738088130079,1.9252846470057503,57.111330197167376,3.6379269705086252,47.419049202415074,2.4252846470057503
10.0,69.47458847103789,2.699785954749208,32.65004692386281,1.2915774811455032,49.092271084584574,3.083154962291007,40.68110715519615,1.9665239698328054,58.77379388644797,3.6997859547492085,48.50603858052253,2.4665239698328056
